DocumentID,DocumentName,RequestID,RequestRaw,RequestClean,RequestCleanNoStop
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",11,"11. Please admit Plaintiff is entitled to receive benefits pursuant to a  personal or 
group wage continuation plan or policy, for loss of wages or income alleged to have been 
sustained as a result of the incident described in the Complaint.",please admit plaintiff is entitled to receive benefits pursuant to a personal or group wage continuation plan or policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,please admit plaintiff entitled receive benefits pursuant personal group wage continuation plan policy loss wages income alleged sustained result incident described complaint
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",12,"12. Please admit that Plaintiff had an available, functional and operational seat 
belt/shoulder harness restraint system in the automobile you were driving at the time and 
place of the incident described in the Complaint.",please admit that plaintiff had an available functional and operational seat beltshoulder harness restraint system in the automobile you were driving at the time and place of the incident described in the complaint,please admit plaintiff available functional operational seat beltshoulder harness restraint system automobile driving time place incident described complaint
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",13,"13. Please admit that the Plaintiff was not using the available, functional and 
operational seat belt/shoulder harness  restraint system located within the automobile you 
were driving at the time and place of the incident described in the Complaint.",please admit that the plaintiff was not using the available functional and operational seat beltshoulder harness restraint system located within the automobile you were driving at the time and place of the incident described in the complaint,please admit plaintiff using available functional operational seat beltshoulder harness restraint system located within automobile driving time place incident described complaint
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",14,"14. Please admit Plaintiff's use of the available, functional and operational seat 
belt/shoulder harness restraint system, at the time and place of the incident described in the 
Complaint, would have prevented or lessened the injury and damage alleged by Plaintiff.",please admit plaintiffs use of the available functional and operational seat beltshoulder harness restraint system at the time and place of the incident described in the complaint would have prevented or lessened the injury and damage alleged by plaintiff,please admit plaintiffs use available functional operational seat beltshoulder harness restraint system time place incident described complaint would prevented lessened injury damage alleged plaintiff
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",15,"15. Please admit this action is subject to the Florida Motor Vehicle No -Fault Law, 
§§627.730 - 627.7405, Florida Statutes.",please admit this action is subject to the florida motor vehicle no fault law §§627730  6277405 florida statutes,please admit action subject florida motor vehicle fault law §§627730 6277405 florida statutes
3838623467097955997,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",16,"16.  Please admit that Defendants, TRIPLE R TRUCKING OF LAURENS IOWA 
INC. and CHRISTIAN HELMUT FRINGS , are entitled to receive a set -off from any future 
jury award to the Plaintiff, in the amount of all Personal Injury Protection benefits paid to the 
Plaintiff or on behalf of the Plaintiff as a result of the incident described in the Complaint.",please admit that defendants triple r trucking of laurens iowa inc and christian helmut frings  are entitled to receive a set off from any future jury award to the plaintiff in the amount of all personal injury protection benefits paid to the plaintiff or on behalf of the plaintiff as a result of the incident described in the complaint,please admit defendants triple r trucking laurens iowa inc christian helmut frings entitled receive set off future jury award plaintiff amount personal injury protection benefits paid plaintiff behalf plaintiff result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,17,"1. Please admit that Plaintiff, JOSHUA PINK , received benefits from a collateral 
source, as defined by §768.76, Florida Statute s, for medical bills alleged to have been incurred as 
a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits from a collateral source as defined by §76876 florida statute s for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits collateral source defined §76876 florida statute s medical bills alleged incurred result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,18,"2. Please admit that Plaintiff, JOSHUA PINK , received benefits from a collateral 
source, as defined by §768.76, Florida Statutes, for loss of wages o r income alleged to have been 
sustained as a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits from a collateral source as defined by §76876 florida statutes for loss of wages o r income alleged to have been sustained as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits collateral source defined §76876 florida statutes loss wages o r income alleged sustained result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,19,"3. Please admit that Plaintiff, JOSHUA PINK , received benefits under the Personal 
Injury Protection portion of an automobile policy for medical bills alleged to  have been incurred 
as a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,20,"4. Please admit that Plaintiff, JOSHUA PINK , received benefits under the Personal 
Injury Protection portion of an automobile insurance policy for loss of wages or income alleged 
to have been sustained as a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits under the personal injury protection portion of an automobile insurance policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits under personal injury protection portion automobile insurance policy loss wages income alleged sustained result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,21,"5. Please admit that Plaintiff, JOSHUA PINK , received benefits under the medical 
payments provisions of an automobile insurance policy for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,22,"6. Please admit that Plaintiff, JOSHUA PINK , is subject to a deductible under the 
Personal Injury Protection portion of an automobile insurance policy.",please admit that plaintiff joshua pink  is subject to a deductible under the personal injury protection portion of an automobile insurance policy,please admit plaintiff joshua pink subject deductible under personal injury protection portion automobile insurance policy
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,23,"7. Please admit that Plaintiff, JOSHUA PINK  received benefits pursuant to personal 
or group health insurance policy, for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint.",please admit that plaintiff joshua pink received benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits pursuant personal group health insurance policy medical bills alleged incurred result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,24,"8. Please admit that Plaintiff, JOSHUA  PINK , received benefits pursuant to a 
personal or group wage continuation plan or policy, for loss of wages or income alleged to have 
been sustained as a result of the incident described in the Complaint.",please admit that plaintiff joshua pink  received benefits pursuant to a personal or group wage continuation plan or policy for loss of wages or income alleged to have been sustained as a result of the incident described in the complaint,please admit plaintiff joshua pink received benefits pursuant personal group wage continuation plan policy loss wages income alleged sustained result incident described complaint
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,25,"9. Please admit that on the date of the accident alleged in your Complaint, Defendant, 
MATHEW ZUMBRUM , complied with and met the security requirements under Chapter 
627.730 - 627.7405, Florida Statutes.",please admit that on the date of the accident alleged in your complaint defendant mathew zumbrum  complied with and met the security requirements under chapter 627730  6277405 florida statutes,please admit date accident alleged complaint defendant mathew zumbrum complied met security requirements under chapter 627730 6277405 florida statutes
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,26,"10. Please admit that Plaintiff, JOSHUA PINK , was partially responsible for the 
subject accident.",please admit that plaintiff joshua pink  was partially responsible for the subject accident,please admit plaintiff joshua pink partially responsible subject accident
6196223768345532033,ANDREW J. GORMAN & ASSOCIATES.pdf,27,"11. Please admit that Plaintiff, JOSHUA PINK , did NOT  suffer a permanent injury as 
a result of the subject accident.",please admit that plaintiff joshua pink  did not suffer a permanent injury as a result of the subject accident,please admit plaintiff joshua pink suffer permanent injury result subject accident
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",28,"1. Please admit Plaintiff Cynthia Hendrick  received benefits from a collateral source, as 
defin ed by §627.737(2) or §768.76, Fla. Stat., for medical bills alleged to have been 
incurred because of  the i ncident described in t he Com plaint.",please admit plaintiff cynthia hendrick received benefits from a collateral source as defin ed by §6277372 or §76876 fla stat for medical bills alleged to have been incurred because of the i ncident described in t he com plaint,please admit plaintiff cynthia hendrick received benefits collateral source defin ed §6277372 §76876 fla stat medical bills alleged incurred because i ncident described t com plaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",29,"2. Please admit Plaintiff Cynthia Hendrick is entitled to receive  benefits from a collateral 
source as defined in  §627.737(2) or §768.76, Fla. Stat., for medical bi lls alleged to have 
been i ncurred because of  the incident descri bed in the Compl aint.",please admit plaintiff cynthia hendrick is entitled to receive benefits from a collateral source as defined in §6277372 or §76876 fla stat for medical bi lls alleged to have been i ncurred because of the incident descri bed in the compl aint,please admit plaintiff cynthia hendrick entitled receive benefits collateral source defined §6277372 §76876 fla stat medical bi lls alleged i ncurred because incident descri bed compl aint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",30,"3. Please admi t Plaintiff Cynthia Hendrick  received benefits from a c ollateral source, as 
defined by §627.737(2) or §768.76, Fla. Stat., for loss of wag es or income alleged to ha ve 
been s ustained because of  the incident described in the Compl aint.",please admi t plaintiff cynthia hendrick received benefits from a c ollateral source as defined by §6277372 or §76876 fla stat for loss of wag es or income alleged to ha ve been s ustained because of the incident described in the compl aint,please admi t plaintiff cynthia hendrick received benefits c ollateral source defined §6277372 §76876 fla stat loss wag es income alleged ha ve s ustained because incident described compl aint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",31,"4. Please admit Plaintiff Cynthia Hendrick is entitled to  receive benefit s from a collateral 
source, as defined by  §627.737(2) or §768.76, Fla. Stat., for loss of wages  or income 
alleged to have been s ustained because of  the incident described in the C omplaint.",please admit plaintiff cynthia hendrick is entitled to receive benefit s from a collateral source as defined by §6277372 or §76876 fla stat for loss of wages or income alleged to have been s ustained because of the incident described in the c omplaint,please admit plaintiff cynthia hendrick entitled receive benefit s collateral source defined §6277372 §76876 fla stat loss wages income alleged s ustained because incident described c omplaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",32,"5. Please admit Plaintiff Cynthia Hendrick received b enefits un der th e Perso nal Injury 
Protecti on portion of an automobile policy for medical bills alleged to have been i ncurred 
because of  the inc ident described  in the Complaint.",please admit plaintiff cynthia hendrick received b enefits un der th e perso nal injury protecti on portion of an automobile policy for medical bills alleged to have been i ncurred because of the inc ident described in the complaint,please admit plaintiff cynthia hendrick received b enefits un der th e perso nal injury protecti portion automobile policy medical bills alleged i ncurred because inc ident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",33,"6. Please admit  Plaintiff Cynthia Hendrick is entitled to re ceive benefit s under the Personal 
Injury Protection portio n of an automobile policy for medical bills alleged to have been 
susta ined because of  the incident  described in the Complaint .",please admit plaintiff cynthia hendrick is entitled to re ceive benefit s under the personal injury protection portio n of an automobile policy for medical bills alleged to have been susta ined because of the incident described in the complaint ,please admit plaintiff cynthia hendrick entitled re ceive benefit s under personal injury protection portio n automobile policy medical bills alleged susta ined because incident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",34,"7. Please admit Plaintiff Cynthia Hendrick received  benef its under the Personal  Injury 
Prote ction portion of an automobile insur ance policy for loss  of wages or income alleged 
to have been s ustained becaus e of the incident de scribed in the Complaint .",please admit plaintiff cynthia hendrick received benef its under the personal injury prote ction portion of an automobile insur ance policy for loss of wages or income alleged to have been s ustained becaus e of the incident de scribed in the complaint ,please admit plaintiff cynthia hendrick received benef its under personal injury prote ction portion automobile insur ance policy loss wages income alleged s ustained becaus e incident de scribed complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",35,"8. Please admit Plaintiff Cynthia Hendrick is entitled to receiv e bene fits under the Persona l 
Injury Prot ection port ion of an automobile insurance polic y for loss of  wages or income 
alleged to have bee n sustained because of  the incident  described in the Complain t.",please admit plaintiff cynthia hendrick is entitled to receiv e bene fits under the persona l injury prot ection port ion of an automobile insurance polic y for loss of wages or income alleged to have bee n sustained because of the incident described in the complain t,please admit plaintiff cynthia hendrick entitled receiv e bene fits under persona l injury prot ection port ion automobile insurance polic y loss wages income alleged bee n sustained because incident described complain t
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",36,"9. Please admit Plaintiff Cynthia Hendrick received  $10,000.00 in benefits under  the 
Person al lnjury Protection portion of an automobile policy for medical bills alleged to 
have been  incurred because of  the incident  described in the Co mplaint.",please admit plaintiff cynthia hendrick received $1000000 in benefits under the person al lnjury protection portion of an automobile policy for medical bills alleged to have been incurred because of the incident described in the co mplaint,please admit plaintiff cynthia hendrick received $1000000 benefits under person al lnjury protection portion automobile policy medical bills alleged incurred because incident described co mplaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",37,"10. Pleas e admit Plaintiff Cynthia Hendrick is entitled to  receive $ 10,000.00 in be nefits  
under the Personal Inj ury Protection portion of an automobile policy for medical bills 
alleged to  have b een incurred because of  the incident  described in the Complaint.",pleas e admit plaintiff cynthia hendrick is entitled to receive $ 1000000 in be nefits under the personal inj ury protection portion of an automobile policy for medical bills alleged to have b een incurred because of the incident described in the complaint,pleas e admit plaintiff cynthia hendrick entitled receive $ 1000000 be nefits under personal inj ury protection portion automobile policy medical bills alleged b een incurred because incident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",38,"11. Please admi t Plaintiff Cynthia Hendrick received $10,000.00 in benefits under t he 
Personal I njury Protection porti on of an auto mobile policy for medical bills and loss of 
wages or income alleged to have been  incurred  because of  the incident described in the 
Complaint.",please admi t plaintiff cynthia hendrick received $1000000 in benefits under t he personal i njury protection porti on of an auto mobile policy for medical bills and loss of wages or income alleged to have been incurred because of the incident described in the complaint,please admi t plaintiff cynthia hendrick received $1000000 benefits under t personal i njury protection porti auto mobile policy medical bills loss wages income alleged incurred because incident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",39,"12. Please admit Plaintiff Cynthia Hendrick is entitled to receive $10,000.00 in benef its 
under the Per sonal  Injury Protect ion portion of an automobile  policy for medical bills and 
loss of wages or income alleged t o have be en incurre d because of  the inc ident described 
in the Complaint.",please admit plaintiff cynthia hendrick is entitled to receive $1000000 in benef its under the per sonal injury protect ion portion of an automobile policy for medical bills and loss of wages or income alleged t o have be en incurre d because of the inc ident described in the complaint,please admit plaintiff cynthia hendrick entitled receive $1000000 benef its under per sonal injury protect ion portion automobile policy medical bills loss wages income alleged t o be en incurre d because inc ident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",40,"13. Please admit Plaintiff Cynthia Hendrick received benef its un der the medical paymen ts 
provisio ns of an automobile  insurance policy for medical bills alleged to have been 
incurred because of  the incide nt descr ibed in th e Com plain t.",please admit plaintiff cynthia hendrick received benef its un der the medical paymen ts provisio ns of an automobile insurance policy for medical bills alleged to have been incurred because of the incide nt descr ibed in th e com plain t,please admit plaintiff cynthia hendrick received benef its un der medical paymen ts provisio ns automobile insurance policy medical bills alleged incurred because incide nt descr ibed th e com plain t
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",41,"14. Please adm it Plaintiff Cynthia Hendrick is entitle d to receive benefits under the med ical 
payments provisions of an  automobile ins urance policy for medical bills alleged to have 
been incurred because of  the incident  described in the Complaint.",please adm it plaintiff cynthia hendrick is entitle d to receive benefits under the med ical payments provisions of an automobile ins urance policy for medical bills alleged to have been incurred because of the incident described in the complaint,please adm it plaintiff cynthia hendrick entitle d receive benefits under med ical payments provisions automobile ins urance policy medical bills alleged incurred because incident described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",42,"15. Please admit Plaintiff Cynthia Hendrick is subjec t to a deductible under the Personal 
Injury Protection por tion of an auto mobile insurance policy .",please admit plaintiff cynthia hendrick is subjec t to a deductible under the personal injury protection por tion of an auto mobile insurance policy ,please admit plaintiff cynthia hendrick subjec t deductible under personal injury protection por tion auto mobile insurance policy
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",43,"16. Please adm it Plaintiff Cynthia Hendrick  received benefits pursuant to personal or group 
health insurance policy, for  medical bills alle ged to ha ve been  incurred because of  the 
incident described in the Com plaint.",please adm it plaintiff cynthia hendrick received benefits pursuant to personal or group health insurance policy for medical bills alle ged to ha ve been incurred because of the incident described in the com plaint,please adm it plaintiff cynthia hendrick received benefits pursuant personal group health insurance policy medical bills alle ged ha ve incurred because incident described com plaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",44,"17. Please admit Plaintiff Cynthia Hendrick is entitled  to receive benefits pursuant to 
personal or group health insurance  policy, for medical bills alleged to have been incurred 
becaus e of the inciden t described in the  Complaint.",please admit plaintiff cynthia hendrick is entitled to receive benefits pursuant to personal or group health insurance policy for medical bills alleged to have been incurred becaus e of the inciden t described in the complaint,please admit plaintiff cynthia hendrick entitled receive benefits pursuant personal group health insurance policy medical bills alleged incurred becaus e inciden t described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",45,"18. Please admi t Plaintiff Cynthia Hendrick received  benefits pursuant to a personal or group 
wage continuation plan or  policy, for los s of wages or income alleged to have been 
sustained because of  the incid ent described in the Complaint.",please admi t plaintiff cynthia hendrick received benefits pursuant to a personal or group wage continuation plan or policy for los s of wages or income alleged to have been sustained because of the incid ent described in the complaint,please admi t plaintiff cynthia hendrick received benefits pursuant personal group wage continuation plan policy los s wages income alleged sustained because incid ent described complaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",46,"19. Please admit Plaintiff Cynthia Hendrick is entitled to receive benefits  pursuant to a 
persona l or group wage  continuation plan or policy, for loss of wages or income al leged 
to have been sustained because of  the incident described in the Co mplaint.",please admit plaintiff cynthia hendrick is entitled to receive benefits pursuant to a persona l or group wage continuation plan or policy for loss of wages or income al leged to have been sustained because of the incident described in the co mplaint,please admit plaintiff cynthia hendrick entitled receive benefits pursuant persona l group wage continuation plan policy loss wages income al leged sustained because incident described co mplaint
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",47,"20. Please admit  Plaintiff Cynthia Hendrick, at th e time and p lace of the inciden t described in 
the Complaint, had available  a functional and operational seat belt/shoulder harness 
restraint syst em.",please admit plaintiff cynthia hendrick at th e time and p lace of the inciden t described in the complaint had available a functional and operational seat beltshoulder harness restraint syst em,please admit plaintiff cynthia hendrick th e time p lace inciden t described complaint available functional operational seat beltshoulder harness restraint syst em
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",48,"21. Please admit Plaintiff Cynthia Hendrick, at th e time and pla ce of the incident described in 
the Complaint, was not  using the available functional and  operational seat belt /shoulder 
harne ss restraint system.",please admit plaintiff cynthia hendrick at th e time and pla ce of the incident described in the complaint was not using the available functional and operational seat belt shoulder harne ss restraint system,please admit plaintiff cynthia hendrick th e time pla ce incident described complaint using available functional operational seat belt shoulder harne ss restraint system
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",49,"22. Please admit Plaintiff  Cynthia Hendrick’ s use of the availab le functional and operational 
seat bel t/shoulder harne ss restraint system, at the  time and place of the incident described 
in the Complaint, woul d hav e prevented or lessened the injury  and damage alleged by 
Plaintiff Cynthia Hendrick.",please admit plaintiff cynthia hendrick’ s use of the availab le functional and operational seat bel tshoulder harne ss restraint system at the time and place of the incident described in the complaint woul d hav e prevented or lessened the injury and damage alleged by plaintiff cynthia hendrick,please admit plaintiff cynthia hendrick’ s use availab le functional operational seat bel tshoulder harne ss restraint system time place incident described complaint woul d hav e prevented lessened injury damage alleged plaintiff cynthia hendrick
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",50,"23. Please admit t his action is subj ect to the Flor ida Motor  Vehicle No -Fault Law, 
§§627.730-627.7405, Fla. Sta t.",please admit t his action is subj ect to the flor ida motor vehicle no fault law §§6277306277405 fla sta t,please admit t his action subj ect flor ida motor vehicle fault law §§6277306277405 fla sta t
-4670595454178536008,"BUCHANAN & BUCHANAN, P.A..pdf",51,"24. Please admit a t the time and place of the i nciden t described in the Com plain t, Defendant 
complied with the provisions and secur ity requirements set forth in §627.737( 1), Fla.",please admit a t the time and place of the i nciden t described in the com plain t defendant complied with the provisions and secur ity requirements set forth in §627737 1 fla,please admit t time place i nciden t described com plain t defendant complied provisions secur ity requirements set forth §627737 1 fla
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",52,"1. ADMIT that the injuries that you claim are a result of the subject incident that is 
referenced in the Complaint, pre -date and pre -exist the date of the subject incident.",admit that the injuries that you claim are a result of the subject incident that is referenced in the complaint pre date and pre exist the date of the subject incident,admit injuries claim result subject incident referenced complaint pre date pre exist date subject incident
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",53,"2. ADMIT that before the subject incident that is referenced in the Complaint, you 
sustained an injury to one or more of the same body part(s) as the body part(s) you are alleging 
injury(ies) to in this lawsuit.",admit that before the subject incident that is referenced in the complaint you sustained an injury to one or more of the same body parts as the body parts you are alleging injuryies to in this lawsuit,admit before subject incident referenced complaint sustained injury one more same body parts body parts alleging injuryies lawsuit
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",54,"3. ADMIT that you have been involved in a motor vehicle incident which pre -dates 
the subject incident that is referenced in the Complaint, either as a driver, passenger or pedestrian.",admit that you have been involved in a motor vehicle incident which pre dates the subject incident that is referenced in the complaint either as a driver passenger or pedestrian,admit involved motor vehicle incident pre dates subject incident referenced complaint either driver passenger pedestrian
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",55,"4. ADMIT that one (1) or more of your prior treating physicians opined that you 
sustained permanent injuries in any a motor vehicle incident(s) which pre -date(s) the subject 
incident that is referenced in the C omplaint.",admit that one 1 or more of your prior treating physicians opined that you sustained permanent injuries in any a motor vehicle incidents which pre dates the subject incident that is referenced in the c omplaint,admit one 1 more prior treating physicians opined sustained permanent injuries motor vehicle incidents pre dates subject incident referenced c omplaint
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",56,"5. ADMIT that you have been involved in a slip or trip and fall -type, or other non-   2 
 motor vehicle incident, prior to the subject incident that is referenced in the Complaint.",admit that you have been involved in a slip or trip and fall type or other non 2 motor vehicle incident prior to the subject incident that is referenced in the complaint,admit involved slip trip fall type other non 2 motor vehicle incident prior subject incident referenced complaint
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",57,"6. ADMIT that one (1) or more of your prior treating physicians opined that yo u 
sustained permanent injuries in said prior slip or trip and fall- type or other non- motor vehicle 
incident.",admit that one 1 or more of your prior treating physicians opined that yo u sustained permanent injuries in said prior slip or trip and fall type or other non motor vehicle incident,admit one 1 more prior treating physicians opined yo u sustained permanent injuries said prior slip trip fall type other non motor vehicle incident
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",58,"7. ADMIT that you were suffering from a disability prior to the date of the subject 
incident that is referenced in the Complaint.",admit that you were suffering from a disability prior to the date of the subject incident that is referenced in the complaint,admit suffering disability prior date subject incident referenced complaint
-700549657134694950,"CALLAHAN & FUSCO, LLC.pdf",59,"8. ADMIT that you have previously been involved in litigation where you sued 
someone for damages.",admit that you have previously been involved in litigation where you sued someone for damages,admit previously involved litigation where sued someone damages
