GroupID,SecondaryGroupID,DocumentName,RequestID,RequestCleanNoStop_SecNoStop,RequestClean,RequestCleanNoStop,RequestRaw
1,6,"Evangelo, Brandt & Lippert, P.A..pdf",178,described received its benef,plaintiff received benef its under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benef its under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"9. Plaintiff received benef its under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
1,6,The Law Offices of Erick D. Martin.pdf,961,efits ed received ben describ,plaintiff received ben efits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received ben efits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident describ ed complaint,"9. Plaintiff received ben efits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed 
in the Complaint."
1,7,"Evangelo, Brandt & Lippert, P.A..pdf",179,ons entitled described provisi receive,plaintiff is entitled to receive benefits under the medical payments provisi ons of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisi ons automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisi ons of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of 
the incident described in the Complaint."
1,7,The Law Offices of Erick D. Martin.pdf,962,provi sions entitled described receive,plaintiff is entitled to receive benefits under the medical payments provi sions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provi sions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provi sions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,8,LAW OFFICE OF YVONNE S. PANDOLFO.pdf,605,described received plaintiffs,plaintiffs received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiffs received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"18. Plaintiff(s)  received benefits under the medical  payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred  as a result of the 
incident described  in the Complaint."
1,8,LAW OFFICE OF YVONNE S. PANDOLFO.pdf,606,described plaintiffs entitled receive,plaintiffs is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for the medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiffs entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"19. Plaintiff(s)  is entitled  to receive benefits under  the medical payments provisions 
of an  automobile insurance policy for the medical  bills alleged to have been incurred  as a result 
of the incident described in the Complaint."
1,9,LAW OFFICE OF JOHN E. KORF.pdf,379,automobi entitled le bi described lls receive,plaintiff is entitled to receive benefits under the medical payments provisions of an automobi le insurance policy for medical bi lls alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobi le insurance policy medical bi lls alleged incurred result incident described complaint,"0. Plaintiff is entitled to receive benefits under  the medical payments  provisions  of an 
automobi le insurance  policy for medical bi lls alleged to have been incurred as a result of 
the incident described  in the Complaint."
1,10,LAW OFFICE OF REBECCA WOLTJER.pdf,464,described received tiff plain,plain tiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plain tiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"9. Plain tiff received benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the Complaint."
1,11,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",990,described received me,plaintiff received benefits under the medical payments provisions of an automobile policy for medical bills me alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under medical payments provisions automobile policy medical bills me alleged incurred result incident described complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile policy for 
medical bills me alleged to have been incurred as a result of the incident described in the 
Complaint."
2,1,CONROY SIMBERG.pdf,119,protection entitled receive,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection 
portion of an automobile policy for medical bills alleged to have been incurred as a result 
of the incident described in the Complaint."
2,1,"DAVIS, GIARDINO, HRIVNAK & OKON, PLLC.pdf",161,protection received entitled receive,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,11. Plaintiff received or is entitled to receive benefits under the Personal Injury Protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the Complaint.
2,1,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",195,protection received entitled receive,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"3. Plaintiff received or is entitled to receive benefits under the Personal
Injury Protection portion of an automobile policy for medical bills alleged to have
been incurred as a result of the incident described in the Complaint."
2,1,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",232,protection entitled receive,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury 
Protection portion of an automobile policy for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint."
2,1,"Kirwanm Spellacy, Danner.docx",1154,protection received entitled receive,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"11:
Plaintiff received or is entitled to receive benefits under the Personal Injury Protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the Complaint."
2,1,LAW OFFICE OF JOHN E. KORF.pdf,375,protection entitled receive,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection 
portion of an automobile policy for medical bills alleged to have been incurred as a result of 
the incident described  in the Complaint."
2,1,Law Office of Bradley D. Martin.pdf,346,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Office of Jose C. Fernandez.pdf,403,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Office of Robert J. Smith.pdf,492,protection entitled receive,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff  is entitled to receive  benefits under  the Personal  Injury Protection  portion of an 
automobile policy for medical bills alleged  to have been  incurred as a result  of the incident  
described in the  Complaint."
2,1,Law Office of Terryl Blackmon Walker.pdf,535,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Office of Vivian M. Knapp.pdf,564,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Offices of Angela M. Castronovo.pdf,618,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Offices of James W. Kehoe.pdf,709,protection received entitled receive,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"10.Plaintiff received or is entitled to receive benefits under the Personal Injury  Protection
portion of an automobile policy for medical bills alleged to have been incurred as a result
of the incident described in the Complaint."
2,1,Law Offices of Michael W. Carrol.pdf,719,protection ntitled e receive,plaintiff is e ntitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff e ntitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is e ntitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for  medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,1,Law Offices of Sonya S. Wesner.pdf,767,protection entitled receive,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection portion of 
an automobile policy for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
