GroupID,DocumentName,RequestID,RequestClean,RequestCleanNoStop,RequestRaw
1,Law Offices of Angela M. Castronovo.pdf,621,plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident describ ed complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed 
in the Complaint."
1,Law Offices of Angela M. Castronovo.pdf,622,plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,Law Offices of James W. Kehoe.pdf,711,plaintiff received or is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"12.Plaintiff received or is entitled to receive benefits under the medical payments provisions
of an automobile insurance policy for medical bills alleged to have been incurred as a
result of the incident described in the Complaint."
1,Law Offices of Michael W. Carrol.pdf,722,plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident describ ed complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed 
in the Complaint."
1,Law Offices of Michael W. Carrol.pdf,723,plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,Law Offices of Sonya S. Wesner.pdf,770,plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident described 
in the Complaint."
1,Law Offices of Sonya S. Wesner.pdf,771,plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,Law Offices of Tiffany Eisenberg.pdf,799,plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident describ ed complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed 
in the Complaint."
1,Law Offices of Tiffany Eisenberg.pdf,800,plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,"Leeper & Associates, P.A..pdf",835,plaintiff received or is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"6. Plaintiff received or is entitled to receive benefits
under the medical payments provisions of an automobile insurance
policy for medical bills alleged to have been incurred as a result
of the incident described in the Complaint."
1,"Rissman, Barrett.pdf",895,please admit plaintiff received benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff received benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"9. Please admit Plaintiff received benefits under the medical payments provisions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,"Rissman, Barrett.pdf",896,please admit plaintiff is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Please admit Plaintiff is entitled to receive benefits under the medical payments 
provisions of an automobile insurance policy for medical bills alleged to have been incurred as a 
result of the incident described in the Complaint."
1,The Law Offices of Erick D. Martin.pdf,961,plaintiff received ben efits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed in the complaint,plaintiff received ben efits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident describ ed complaint,"9. Plaintiff received ben efits under the medical payments provisions of an automobile 
insurance policy for medical bills alleged to have been incurred as a result of the incident describ ed 
in the Complaint."
1,The Law Offices of Erick D. Martin.pdf,962,plaintiff is entitled to receive benefits under the medical payments provi sions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provi sions automobile insurance policy medical bills alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provi sions of an 
automobile insurance policy for medical bills alleged to have been incurred as a result of the 
incident described in the Complaint."
1,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",990,plaintiff received benefits under the medical payments provisions of an automobile policy for medical bills me alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under medical payments provisions automobile policy medical bills me alleged incurred result incident described complaint,"9. Plaintiff received benefits under the medical payments provisions of an automobile policy for 
medical bills me alleged to have been incurred as a result of the incident described in the 
Complaint."
1,"Vecchio, Carrier, Feldman & Johannessen, P.A..pdf",991,plaintiff is entitled to receive benefits under the medical payments provisions of an automobile policy for medical bills me alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under medical payments provisions automobile policy medical bills me alleged incurred result incident described complaint,"10. Plaintiff is entitled to receive benefits under the medical payments provisions of an automobile 
policy for medical bills me alleged to have been incurred as a result of the incident described in 
the Complaint."
1,"Vernis & Bowling of the Florida Keys, P.A..pdf",1014,plaintiff received or is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"5. Plaintiff received or is entitled to receive benefits under the medical payments 
provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result 
of the incident described in the Complaint."
1,"WICKER SMITH O'HARA MCCOY & FORD, P.A..pdf",1074,plaintiff received or is entitled to receive benefits under the medical payments provisions of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under medical payments provisions automobile insurance policy medical bills alleged incurred result incident described complaint,"5. Plaintiff  received or is entitled to receive benefits under the medical payments provisions 
of an automobile insurance policy for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,"Alvarez Winthrop Thompson & Smoak, P.A..pdf",4,please admit plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,please admit plaintiff received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"4. Please admit Plaintiff received benefits under the Personal Injury Protection 
portion of an automobile  policy for medical bills alleged to have been incurred as a result of 
the incident described in the Complaint."
2,"CAMERON,HODGES,COLEMAN.pdf",80,plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result ofthe incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy medical bills alleged incurred result ofthe incident described complaint,"5. Plaintiff received benefits under the Personal Injury Protection portion of an
automobile policy for medical bills alleged to have been incurred as a result ofthe incident described
in the Complaint."
2,CONROY SIMBERG.pdf,118,plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"5. Plaintiff received benefits under the Personal Injury Protection portion of an 
automobile policy for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,CONROY SIMBERG.pdf,119,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection 
portion of an automobile policy for medical bills alleged to have been incurred as a result 
of the incident described in the Complaint."
2,"DAVIS, GIARDINO, HRIVNAK & OKON, PLLC.pdf",161,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,11. Plaintiff received or is entitled to receive benefits under the Personal Injury Protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the Complaint.
2,"Evangelo, Brandt & Lippert, P.A..pdf",174,plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"5. Plaintiff received benefits under the Personal Injury Protection portion of an automobile 
policy for medical bills alleged to have  been incurred as a result of the incident described 
in the Complaint."
2,"Evangelo, Brandt & Lippert, P.A..pdf",175,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the inciden t described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result inciden t described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection portion of an 
automobile policy for medical bills alleged to have been incurred as a result of the inciden t 
described in the Complaint."
2,"FALK,WAAS,HERNANDEZ,SOLOMON.pdf",195,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"3. Plaintiff received or is entitled to receive benefits under the Personal
Injury Protection portion of an automobile policy for medical bills alleged to have
been incurred as a result of the incident described in the Complaint."
2,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",231,plaintiff received benefits under the personal injury protection portion of an automobile policy for med ical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy med ical bills alleged incurred result incident described complaint,"5. Plaintiff received benefits under the Personal Injury Protection portion 
of an automobile policy for med ical bills alleged to have been incurred as a result of 
the incident described in the Complaint."
2,"HAMILTON, MILLER & BIRTHISEL, LLP.pdf",232,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury 
Protection portion of an automobile policy for medical bills alleged to have been 
incurred as a result of the incident described in the Complaint."
2,"HILL & LemonGello, P.A..pdf",261,plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the amended complaint,plaintiff received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described amended complaint,"5.Plaintiff received benefits under the Personal Injury Protection portion of an automobile
policy for medical bills alleged to have been incurred as a result of the incident described
in the Amended Complaint."
2,"HILL & LemonGello, P.A..pdf",262,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the amended complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described amended complaint,"6.Plaintiff is entitled to receive benefits under the Personal Injury Protection portion of an
automobile policy for medical bills alleged to have been incurred as a  result of the
incident described in the Amended Complaint."
2,"Kirwanm Spellacy, Danner.docx",1154,plaintiff received or is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"11:
Plaintiff received or is entitled to receive benefits under the Personal Injury Protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the Complaint."
2,LAW OFFICE OF JOHN E. KORF.pdf,374,plaintiff received benefits under the personal injury protection po1tion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection po1tion automobile policy medical bills alleged incurred result incident described complaint,"5. Plaintiff received benefits under the Personal Injury Protection po1tion of an 
automobile policy for medical bills alleged to have been incurred as a result of the incident 
described  in the Complaint."
2,LAW OFFICE OF JOHN E. KORF.pdf,375,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"6. Plaintiff is entitled to receive benefits under the Personal Injury Protection 
portion of an automobile policy for medical bills alleged to have been incurred as a result of 
the incident described  in the Complaint."
2,LAW OFFICE OF REBECCA WOLTJER.pdf,460,plaintiff received benefits under the personal injury protection portion of an automobile policy for medical bi lls alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury protection portion automobile policy medical bi lls alleged incurred result incident described complaint,"5. Plaintiff  received benefits under the Personal Injury Protection portion of an 
automobile policy for medical bi lls alleged to have been incurred as a result of the incident 
described in the Complaint."
2,LAW OFFICE OF REBECCA WOLTJER.pdf,461,plaintiff is entitled to receive benefits under the personal injury protection portion of an automobile policy for medica l bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff entitled receive benefits under personal injury protection portion automobile policy medica l bills alleged incurred result incident described complaint,"6. Plaintiff is  entitled to receive benefits under the Personal Injury Protection portion 
of an automobile policy for medica l bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,LAW OFFICE OF YVONNE S. PANDOLFO.pdf,601,plaintiffs received benefits under the personal injury protection portion of an automobile policy for the medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiffs received benefits under personal injury protection portion automobile policy medical bills alleged incurred result incident described complaint,"14. Plaintiff(s)  received  benefits under  the Personal  Injury  Protection portion of an 
automobile policy for the medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
2,Law Office of Bradley D. Martin.pdf,345,plaintiff received benefits under the personal injury prote ction portion of an automobile policy for medical bills alleged to have been incurred as a result of the incident described in the complaint,plaintiff received benefits under personal injury prote ction portion automobile policy medical bills alleged incurred result incident described complaint,"5. Plaintiff received benefits under the Personal Injury Prote ction portion of an 
automobile policy for medical bills alleged to have been incurred as a result of the incident 
described in the Complaint."
